Authors,Title,Year,Source title,Cited by,Link,Document Type,Publication Stage,Source
"Pratap B., Arnold C.B., Piqué A.","Depth and surface roughness control on laser micromachined polyimide for direct-write deposition",2003,"Proceedings of SPIE - The International Society for Optical Engineering",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042732913&doi=10.1117%2f12.472801&partnerID=40&md5=6595143a9d7d8db12ca60d71f2ec76f8",Conference Paper,"Final",Scopus
"Arnold C.B., Wartena R.C., Swider-Lyons K.E., Pique A.","Direct-write planar microultracapacitors by laser engineering",2003,"Journal of the Electrochemical Society",51,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038178250&doi=10.1149%2f1.1563650&partnerID=40&md5=b25628a2b4b13b39f795b02b27afea4e",Article,"Final",Scopus
"Piqúe A., Auyeung R.C.Y., Stepnowski J.L., Weir D.W., Arnold C.B., McGill R.A., Chrisey D.B.","Laser processing of polymer thin for chemical sensor applications",2003,"Surface and Coatings Technology",86,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037472532&doi=10.1016%2fS0257-8972%2802%2900606-0&partnerID=40&md5=de4f65bf428bca67bbfd37ac47b3a412",Article,"Final",Scopus
"Piqué A., Arnold C.B., Wartena R.C., Weir D.W., Pratap B., Swider-Lyons K.E., Kant R.A., Chrisey D.B.","Laser-induced forward transfer direct-write of miniature sensor and microbattery systems",2002,"Proceedings of SPIE - The International Society for Optical Engineering",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038064490&doi=10.1117%2f12.486567&partnerID=40&md5=41d132624f7824a56cb46d7affd22f29",Conference Paper,"Final",Scopus
"Piqué A., Weir D.W., Wu P.K., Pratap B., Arnold C.B., Ringeisen B.R., McGill R.A., Auyeung R.C.Y., Kant R.A., Chrisey D.B.","Direct-write of sensor devices by a laser forward transfer technique",2002,"Proceedings of SPIE - The International Society for Optical Engineering",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345407553&doi=10.1117%2f12.470642&partnerID=40&md5=a1f388d00116a689d462a0030548a7c4",Conference Paper,"Final",Scopus
"Arnold C.B., Aziz M.J.","Kinetic modeling of dopant and impurity surface segregation during vapor phase growth: Multiple mechanism approach",2002,"Materials Research Society Symposium - Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141538051&doi=10.1557%2fproc-749-w14.3&partnerID=40&md5=23eccd436528096aa298ebf0c4a818ce",Conference Paper,"Final",Scopus
"Arnold C.B., Wartena R.C., Pratap B., Swider-Lyons K.E., Piqué A.","Direct writing of planar ultracapacitors by laser forward transfer processing",2002,"Proceedings of SPIE - The International Society for Optical Engineering",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036406735&doi=10.1117%2f12.470641&partnerID=40&md5=0d408f2d9817926e28b089e8db7fadd8",Conference Paper,"Final",Scopus
"Arnold C.B., Wartena R.C., Pratap B., Swider-Lyons K.E., Piqué A.","Laser direct writing of hydrous ruthenium dioxide micro-pseudocapacitors",2002,"Materials Research Society Symposium - Proceedings",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036353710&partnerID=40&md5=42b70655c663d3a5db4e0d026ce0356a",Conference Paper,"Final",Scopus
"Swider-Lyons K.E., Piqué A., Arnold C.B., Wartena R.C.","Direct write microbatteries for next-generation microelectronic devices",2002,"Materials Research Society Symposium - Proceedings",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036350216&partnerID=40&md5=329a39e9857b1a5489b8c256c546d31c",Conference Paper,"Final",Scopus
"Arnold C.B., Aziz M.J.","Model for dopant and impurity segregation during vapor phase growth",2001,"Materials Research Society Symposium - Proceedings",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035558399&partnerID=40&md5=b468003be1f7a7be8e246d9a9155b4a1",Conference Paper,"Final",Scopus
"Arnold C., Aziz M., Schwarz M., Herlach D.","Parameter-free test of alloy dendrite-growth theory",1999,"Physical Review B - Condensed Matter and Materials Physics",69,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-16644389271&doi=10.1103%2fPhysRevB.59.334&partnerID=40&md5=64ab4a00b33c971476cab2bd19e2095e",Article,"Final",Scopus
"Arnold C.B., Aziz M.J.","Stoichiometry issues in pulsed-laser deposition of alloys grown from multicomponent targets",1999,"Applied Physics A: Materials Science and Processing",60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002997385&doi=10.1007%2fs003390051349&partnerID=40&md5=2c20a5d787b3c33d2959b10596a2a2e2",Article,"Final",Scopus
"Schwarz M., Arnold C.B., Aziz M.J., Herlach D.M.","Dendritic growth velocity and diffusive speed in solidification of undercooled dilute Ni-Zr melts",1997,"Materials Science and Engineering A",32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002947975&doi=10.1016%2fs0921-5093%2896%2910656-0&partnerID=40&md5=57246006067288d0795e45bdc88055ba",Article,"Final",Scopus
"Gluckman B.J., Arnold C.B., Gollub J.P.","Statistical studies of chaotic wave patterns",1995,"Physical Review E",49,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001256508&doi=10.1103%2fPhysRevE.51.1128&partnerID=40&md5=5ed910054b739b6c3a43f555df52aa2b",Article,"Final",Scopus
